block_id,peg_id,family,split,regime,position,cand_id,kind,role,label,margin_mm,sim_to_mate,is_mate,peg_v1,peg_v2,socket_v1,socket_v2
cross_01_absent_hard,cross_01,cross,dev,absent_hard,1,cross_01_shrunk0.20,shrunk,H,incompatible,-0.2832,0.7991,0,data/renders/procedural/cross_01_peg_v1.png,data/renders/procedural/cross_01_peg_v2.png,data/renders/blocks/cross_01_shrunk0.20_socket_v1.png,data/renders/blocks/cross_01_shrunk0.20_socket_v2.png
cross_01_absent_hard,cross_01,cross,dev,absent_hard,2,tube_02,catalog,E2,incompatible,-2.0,0.3057,0,data/renders/procedural/cross_01_peg_v1.png,data/renders/procedural/cross_01_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
cross_02_present_easy,cross_02,cross,dev,present_easy,0,cross_02,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/cross_02_peg_v1.png,data/renders/procedural/cross_02_peg_v2.png,data/renders/procedural/cross_02_socket_v1.png,data/renders/procedural/cross_02_socket_v2.png
cross_02_present_easy,cross_02,cross,dev,present_easy,1,dshape_03,catalog,E1,incompatible,-2.0,0.506,0,data/renders/procedural/cross_02_peg_v1.png,data/renders/procedural/cross_02_peg_v2.png,data/renders/procedural/dshape_03_socket_v1.png,data/renders/procedural/dshape_03_socket_v2.png
cross_02_present_easy,cross_02,cross,dev,present_easy,2,tube_01,catalog,E2,incompatible,-2.0,0.4857,0,data/renders/procedural/cross_02_peg_v1.png,data/renders/procedural/cross_02_peg_v2.png,data/renders/procedural/tube_01_socket_v1.png,data/renders/procedural/tube_01_socket_v2.png
cross_02_present_hard,cross_02,cross,dev,present_hard,0,cross_02,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/cross_02_peg_v1.png,data/renders/procedural/cross_02_peg_v2.png,data/renders/procedural/cross_02_socket_v1.png,data/renders/procedural/cross_02_socket_v2.png
cross_02_present_hard,cross_02,cross,dev,present_hard,1,cross_02_shrunk0.20,shrunk,H,incompatible,-0.2832,0.8572,0,data/renders/procedural/cross_02_peg_v1.png,data/renders/procedural/cross_02_peg_v2.png,data/renders/blocks/cross_02_shrunk0.20_socket_v1.png,data/renders/blocks/cross_02_shrunk0.20_socket_v2.png
cross_02_present_hard,cross_02,cross,dev,present_hard,2,tube_01,catalog,E2,incompatible,-2.0,0.4857,0,data/renders/procedural/cross_02_peg_v1.png,data/renders/procedural/cross_02_peg_v2.png,data/renders/procedural/tube_01_socket_v1.png,data/renders/procedural/tube_01_socket_v2.png
cross_02_absent_easy,cross_02,cross,dev,absent_easy,0,tube_01,catalog,E2,incompatible,-2.0,0.4857,0,data/renders/procedural/cross_02_peg_v1.png,data/renders/procedural/cross_02_peg_v2.png,data/renders/procedural/tube_01_socket_v1.png,data/renders/procedural/tube_01_socket_v2.png
cross_02_absent_easy,cross_02,cross,dev,absent_easy,1,dshape_03,catalog,E1,incompatible,-2.0,0.506,0,data/renders/procedural/cross_02_peg_v1.png,data/renders/procedural/cross_02_peg_v2.png,data/renders/procedural/dshape_03_socket_v1.png,data/renders/procedural/dshape_03_socket_v2.png
cross_02_absent_easy,cross_02,cross,dev,absent_easy,2,tube_02,catalog,E3,incompatible,-2.0,0.372,0,data/renders/procedural/cross_02_peg_v1.png,data/renders/procedural/cross_02_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
cross_02_absent_hard,cross_02,cross,dev,absent_hard,0,tube_01,catalog,E2,incompatible,-2.0,0.4857,0,data/renders/procedural/cross_02_peg_v1.png,data/renders/procedural/cross_02_peg_v2.png,data/renders/procedural/tube_01_socket_v1.png,data/renders/procedural/tube_01_socket_v2.png
cross_02_absent_hard,cross_02,cross,dev,absent_hard,1,tube_02,catalog,E3,incompatible,-2.0,0.372,0,data/renders/procedural/cross_02_peg_v1.png,data/renders/procedural/cross_02_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
cross_02_absent_hard,cross_02,cross,dev,absent_hard,2,cross_02_shrunk0.20,shrunk,H,incompatible,-0.2832,0.8572,0,data/renders/procedural/cross_02_peg_v1.png,data/renders/procedural/cross_02_peg_v2.png,data/renders/blocks/cross_02_shrunk0.20_socket_v1.png,data/renders/blocks/cross_02_shrunk0.20_socket_v2.png
cross_03_present_easy,cross_03,cross,dev,present_easy,0,cross_03,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/cross_03_peg_v1.png,data/renders/procedural/cross_03_peg_v2.png,data/renders/procedural/cross_03_socket_v1.png,data/renders/procedural/cross_03_socket_v2.png
cross_03_present_easy,cross_03,cross,dev,present_easy,1,tube_01,catalog,E1,incompatible,-2.0,0.596,0,data/renders/procedural/cross_03_peg_v1.png,data/renders/procedural/cross_03_peg_v2.png,data/renders/procedural/tube_01_socket_v1.png,data/renders/procedural/tube_01_socket_v2.png
cross_03_present_easy,cross_03,cross,dev,present_easy,2,tube_02,catalog,E2,incompatible,-2.0,0.4338,0,data/renders/procedural/cross_03_peg_v1.png,data/renders/procedural/cross_03_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
cross_03_present_hard,cross_03,cross,dev,present_hard,0,tube_02,catalog,E2,incompatible,-2.0,0.4338,0,data/renders/procedural/cross_03_peg_v1.png,data/renders/procedural/cross_03_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
cross_03_present_hard,cross_03,cross,dev,present_hard,1,cross_03,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/cross_03_peg_v1.png,data/renders/procedural/cross_03_peg_v2.png,data/renders/procedural/cross_03_socket_v1.png,data/renders/procedural/cross_03_socket_v2.png
cross_03_present_hard,cross_03,cross,dev,present_hard,2,cross_03_shrunk0.20,shrunk,H,incompatible,-0.2832,0.8175,0,data/renders/procedural/cross_03_peg_v1.png,data/renders/procedural/cross_03_peg_v2.png,data/renders/blocks/cross_03_shrunk0.20_socket_v1.png,data/renders/blocks/cross_03_shrunk0.20_socket_v2.png
cross_03_absent_easy,cross_03,cross,dev,absent_easy,0,tube_01,catalog,E1,incompatible,-2.0,0.596,0,data/renders/procedural/cross_03_peg_v1.png,data/renders/procedural/cross_03_peg_v2.png,data/renders/procedural/tube_01_socket_v1.png,data/renders/procedural/tube_01_socket_v2.png
cross_03_absent_easy,cross_03,cross,dev,absent_easy,1,tube_03,catalog,E3,incompatible,-2.0,0.3904,0,data/renders/procedural/cross_03_peg_v1.png,data/renders/procedural/cross_03_peg_v2.png,data/renders/procedural/tube_03_socket_v1.png,data/renders/procedural/tube_03_socket_v2.png
cross_03_absent_easy,cross_03,cross,dev,absent_easy,2,tube_02,catalog,E2,incompatible,-2.0,0.4338,0,data/renders/procedural/cross_03_peg_v1.png,data/renders/procedural/cross_03_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
cross_03_absent_hard,cross_03,cross,dev,absent_hard,0,tube_02,catalog,E2,incompatible,-2.0,0.4338,0,data/renders/procedural/cross_03_peg_v1.png,data/renders/procedural/cross_03_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
cross_03_absent_hard,cross_03,cross,dev,absent_hard,1,tube_03,catalog,E3,incompatible,-2.0,0.3904,0,data/renders/procedural/cross_03_peg_v1.png,data/renders/procedural/cross_03_peg_v2.png,data/renders/procedural/tube_03_socket_v1.png,data/renders/procedural/tube_03_socket_v2.png
cross_03_absent_hard,cross_03,cross,dev,absent_hard,2,cross_03_shrunk0.20,shrunk,H,incompatible,-0.2832,0.8175,0,data/renders/procedural/cross_03_peg_v1.png,data/renders/procedural/cross_03_peg_v2.png,data/renders/blocks/cross_03_shrunk0.20_socket_v1.png,data/renders/blocks/cross_03_shrunk0.20_socket_v2.png
cross_04_present_easy,cross_04,cross,dev,present_easy,0,cross_04,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/cross_04_peg_v1.png,data/renders/procedural/cross_04_peg_v2.png,data/renders/procedural/cross_04_socket_v1.png,data/renders/procedural/cross_04_socket_v2.png
cross_04_present_easy,cross_04,cross,dev,present_easy,1,tube_02,catalog,E2,incompatible,-2.0,0.407,0,data/renders/procedural/cross_04_peg_v1.png,data/renders/procedural/cross_04_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
cross_04_present_easy,cross_04,cross,dev,present_easy,2,tube_01,catalog,E1,incompatible,-2.0,0.5592,0,data/renders/procedural/cross_04_peg_v1.png,data/renders/procedural/cross_04_peg_v2.png,data/renders/procedural/tube_01_socket_v1.png,data/renders/procedural/tube_01_socket_v2.png
cross_04_present_hard,cross_04,cross,dev,present_hard,0,cross_04,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/cross_04_peg_v1.png,data/renders/procedural/cross_04_peg_v2.png,data/renders/procedural/cross_04_socket_v1.png,data/renders/procedural/cross_04_socket_v2.png
cross_04_present_hard,cross_04,cross,dev,present_hard,1,cross_04_shrunk0.20,shrunk,H,incompatible,-0.2832,0.8197,0,data/renders/procedural/cross_04_peg_v1.png,data/renders/procedural/cross_04_peg_v2.png,data/renders/blocks/cross_04_shrunk0.20_socket_v1.png,data/renders/blocks/cross_04_shrunk0.20_socket_v2.png
cross_04_present_hard,cross_04,cross,dev,present_hard,2,tube_02,catalog,E2,incompatible,-2.0,0.407,0,data/renders/procedural/cross_04_peg_v1.png,data/renders/procedural/cross_04_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
cross_04_absent_easy,cross_04,cross,dev,absent_easy,0,tube_03,catalog,E3,incompatible,-2.0,0.36,0,data/renders/procedural/cross_04_peg_v1.png,data/renders/procedural/cross_04_peg_v2.png,data/renders/procedural/tube_03_socket_v1.png,data/renders/procedural/tube_03_socket_v2.png
cross_04_absent_easy,cross_04,cross,dev,absent_easy,1,tube_02,catalog,E2,incompatible,-2.0,0.407,0,data/renders/procedural/cross_04_peg_v1.png,data/renders/procedural/cross_04_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
cross_04_absent_easy,cross_04,cross,dev,absent_easy,2,tube_01,catalog,E1,incompatible,-2.0,0.5592,0,data/renders/procedural/cross_04_peg_v1.png,data/renders/procedural/cross_04_peg_v2.png,data/renders/procedural/tube_01_socket_v1.png,data/renders/procedural/tube_01_socket_v2.png
cross_04_absent_hard,cross_04,cross,dev,absent_hard,0,cross_04_shrunk0.20,shrunk,H,incompatible,-0.2832,0.8197,0,data/renders/procedural/cross_04_peg_v1.png,data/renders/procedural/cross_04_peg_v2.png,data/renders/blocks/cross_04_shrunk0.20_socket_v1.png,data/renders/blocks/cross_04_shrunk0.20_socket_v2.png
cross_04_absent_hard,cross_04,cross,dev,absent_hard,1,tube_02,catalog,E2,incompatible,-2.0,0.407,0,data/renders/procedural/cross_04_peg_v1.png,data/renders/procedural/cross_04_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
cross_04_absent_hard,cross_04,cross,dev,absent_hard,2,tube_03,catalog,E3,incompatible,-2.0,0.36,0,data/renders/procedural/cross_04_peg_v1.png,data/renders/procedural/cross_04_peg_v2.png,data/renders/procedural/tube_03_socket_v1.png,data/renders/procedural/tube_03_socket_v2.png
tee_01_present_easy,tee_01,tee,calib,present_easy,0,tee_01,catalog,M,compatible,0.2551,1.0,1,data/renders/procedural/tee_01_peg_v1.png,data/renders/procedural/tee_01_peg_v2.png,data/renders/procedural/tee_01_socket_v1.png,data/renders/procedural/tee_01_socket_v2.png
tee_01_present_easy,tee_01,tee,calib,present_easy,1,rect_05,catalog,E2,incompatible,-2.0,0.3987,0,data/renders/procedural/tee_01_peg_v1.png,data/renders/procedural/tee_01_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
tee_01_present_easy,tee_01,tee,calib,present_easy,2,ell_06,catalog,E1,incompatible,-2.0,0.3873,0,data/renders/procedural/tee_01_peg_v1.png,data/renders/procedural/tee_01_peg_v2.png,data/renders/procedural/ell_06_socket_v1.png,data/renders/procedural/ell_06_socket_v2.png
tee_01_present_hard,tee_01,tee,calib,present_hard,0,tee_01_shrunk0.20,shrunk,H,incompatible,-0.3066,0.8213,0,data/renders/procedural/tee_01_peg_v1.png,data/renders/procedural/tee_01_peg_v2.png,data/renders/blocks/tee_01_shrunk0.20_socket_v1.png,data/renders/blocks/tee_01_shrunk0.20_socket_v2.png
tee_01_present_hard,tee_01,tee,calib,present_hard,1,rect_05,catalog,E2,incompatible,-2.0,0.3987,0,data/renders/procedural/tee_01_peg_v1.png,data/renders/procedural/tee_01_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
tee_01_present_hard,tee_01,tee,calib,present_hard,2,tee_01,catalog,M,compatible,0.2551,1.0,1,data/renders/procedural/tee_01_peg_v1.png,data/renders/procedural/tee_01_peg_v2.png,data/renders/procedural/tee_01_socket_v1.png,data/renders/procedural/tee_01_socket_v2.png
tee_01_absent_easy,tee_01,tee,calib,absent_easy,0,rect_05,catalog,E2,incompatible,-2.0,0.3987,0,data/renders/procedural/tee_01_peg_v1.png,data/renders/procedural/tee_01_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
tee_01_absent_easy,tee_01,tee,calib,absent_easy,1,ell_06,catalog,E1,incompatible,-2.0,0.3873,0,data/renders/procedural/tee_01_peg_v1.png,data/renders/procedural/tee_01_peg_v2.png,data/renders/procedural/ell_06_socket_v1.png,data/renders/procedural/ell_06_socket_v2.png
tee_01_absent_easy,tee_01,tee,calib,absent_easy,2,square_01,catalog,E3,incompatible,-2.0,0.4236,0,data/renders/procedural/tee_01_peg_v1.png,data/renders/procedural/tee_01_peg_v2.png,data/renders/procedural/square_01_socket_v1.png,data/renders/procedural/square_01_socket_v2.png
tee_01_absent_hard,tee_01,tee,calib,absent_hard,0,square_01,catalog,E3,incompatible,-2.0,0.4236,0,data/renders/procedural/tee_01_peg_v1.png,data/renders/procedural/tee_01_peg_v2.png,data/renders/procedural/square_01_socket_v1.png,data/renders/procedural/square_01_socket_v2.png
tee_01_absent_hard,tee_01,tee,calib,absent_hard,1,tee_01_shrunk0.20,shrunk,H,incompatible,-0.3066,0.8213,0,data/renders/procedural/tee_01_peg_v1.png,data/renders/procedural/tee_01_peg_v2.png,data/renders/blocks/tee_01_shrunk0.20_socket_v1.png,data/renders/blocks/tee_01_shrunk0.20_socket_v2.png
tee_01_absent_hard,tee_01,tee,calib,absent_hard,2,rect_05,catalog,E2,incompatible,-2.0,0.3987,0,data/renders/procedural/tee_01_peg_v1.png,data/renders/procedural/tee_01_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
tee_02_present_easy,tee_02,tee,calib,present_easy,0,tee_02,catalog,M,compatible,0.246,1.0,1,data/renders/procedural/tee_02_peg_v1.png,data/renders/procedural/tee_02_peg_v2.png,data/renders/procedural/tee_02_socket_v1.png,data/renders/procedural/tee_02_socket_v2.png
tee_02_present_easy,tee_02,tee,calib,present_easy,1,rect_04,catalog,E2,incompatible,-2.0,0.3822,0,data/renders/procedural/tee_02_peg_v1.png,data/renders/procedural/tee_02_peg_v2.png,data/renders/procedural/rect_04_socket_v1.png,data/renders/procedural/rect_04_socket_v2.png
tee_02_present_easy,tee_02,tee,calib,present_easy,2,ell_05,catalog,E1,incompatible,-2.0,0.318,0,data/renders/procedural/tee_02_peg_v1.png,data/renders/procedural/tee_02_peg_v2.png,data/renders/procedural/ell_05_socket_v1.png,data/renders/procedural/ell_05_socket_v2.png
tee_02_present_hard,tee_02,tee,calib,present_hard,0,tee_02,catalog,M,compatible,0.246,1.0,1,data/renders/procedural/tee_02_peg_v1.png,data/renders/procedural/tee_02_peg_v2.png,data/renders/procedural/tee_02_socket_v1.png,data/renders/procedural/tee_02_socket_v2.png
tee_02_present_hard,tee_02,tee,calib,present_hard,1,rect_04,catalog,E2,incompatible,-2.0,0.3822,0,data/renders/procedural/tee_02_peg_v1.png,data/renders/procedural/tee_02_peg_v2.png,data/renders/procedural/rect_04_socket_v1.png,data/renders/procedural/rect_04_socket_v2.png
tee_02_present_hard,tee_02,tee,calib,present_hard,2,tee_02_shrunk0.20,shrunk,H,incompatible,-0.3115,0.7593,0,data/renders/procedural/tee_02_peg_v1.png,data/renders/procedural/tee_02_peg_v2.png,data/renders/blocks/tee_02_shrunk0.20_socket_v1.png,data/renders/blocks/tee_02_shrunk0.20_socket_v2.png
tee_02_absent_easy,tee_02,tee,calib,absent_easy,0,ell_05,catalog,E1,incompatible,-2.0,0.318,0,data/renders/procedural/tee_02_peg_v1.png,data/renders/procedural/tee_02_peg_v2.png,data/renders/procedural/ell_05_socket_v1.png,data/renders/procedural/ell_05_socket_v2.png
tee_02_absent_easy,tee_02,tee,calib,absent_easy,1,rect_04,catalog,E2,incompatible,-2.0,0.3822,0,data/renders/procedural/tee_02_peg_v1.png,data/renders/procedural/tee_02_peg_v2.png,data/renders/procedural/rect_04_socket_v1.png,data/renders/procedural/rect_04_socket_v2.png
tee_02_absent_easy,tee_02,tee,calib,absent_easy,2,rect_05,catalog,E3,incompatible,-2.0,0.3692,0,data/renders/procedural/tee_02_peg_v1.png,data/renders/procedural/tee_02_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
tee_02_absent_hard,tee_02,tee,calib,absent_hard,0,tee_02_shrunk0.20,shrunk,H,incompatible,-0.3115,0.7593,0,data/renders/procedural/tee_02_peg_v1.png,data/renders/procedural/tee_02_peg_v2.png,data/renders/blocks/tee_02_shrunk0.20_socket_v1.png,data/renders/blocks/tee_02_shrunk0.20_socket_v2.png
tee_02_absent_hard,tee_02,tee,calib,absent_hard,1,rect_05,catalog,E3,incompatible,-2.0,0.3692,0,data/renders/procedural/tee_02_peg_v1.png,data/renders/procedural/tee_02_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
tee_02_absent_hard,tee_02,tee,calib,absent_hard,2,rect_04,catalog,E2,incompatible,-2.0,0.3822,0,data/renders/procedural/tee_02_peg_v1.png,data/renders/procedural/tee_02_peg_v2.png,data/renders/procedural/rect_04_socket_v1.png,data/renders/procedural/rect_04_socket_v2.png
tee_03_present_easy,tee_03,tee,calib,present_easy,0,ell_06,catalog,E1,incompatible,-2.0,0.3461,0,data/renders/procedural/tee_03_peg_v1.png,data/renders/procedural/tee_03_peg_v2.png,data/renders/procedural/ell_06_socket_v1.png,data/renders/procedural/ell_06_socket_v2.png
tee_03_present_easy,tee_03,tee,calib,present_easy,1,tee_03,catalog,M,compatible,0.2548,1.0,1,data/renders/procedural/tee_03_peg_v1.png,data/renders/procedural/tee_03_peg_v2.png,data/renders/procedural/tee_03_socket_v1.png,data/renders/procedural/tee_03_socket_v2.png
tee_03_present_easy,tee_03,tee,calib,present_easy,2,rect_05,catalog,E2,incompatible,-2.0,0.4116,0,data/renders/procedural/tee_03_peg_v1.png,data/renders/procedural/tee_03_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
tee_03_present_hard,tee_03,tee,calib,present_hard,0,tee_03,catalog,M,compatible,0.2548,1.0,1,data/renders/procedural/tee_03_peg_v1.png,data/renders/procedural/tee_03_peg_v2.png,data/renders/procedural/tee_03_socket_v1.png,data/renders/procedural/tee_03_socket_v2.png
tee_03_present_hard,tee_03,tee,calib,present_hard,1,rect_05,catalog,E2,incompatible,-2.0,0.4116,0,data/renders/procedural/tee_03_peg_v1.png,data/renders/procedural/tee_03_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
tee_03_present_hard,tee_03,tee,calib,present_hard,2,tee_03_shrunk0.20,shrunk,H,incompatible,-0.3066,0.8213,0,data/renders/procedural/tee_03_peg_v1.png,data/renders/procedural/tee_03_peg_v2.png,data/renders/blocks/tee_03_shrunk0.20_socket_v1.png,data/renders/blocks/tee_03_shrunk0.20_socket_v2.png
tee_03_absent_easy,tee_03,tee,calib,absent_easy,0,rect_05,catalog,E2,incompatible,-2.0,0.4116,0,data/renders/procedural/tee_03_peg_v1.png,data/renders/procedural/tee_03_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
tee_03_absent_easy,tee_03,tee,calib,absent_easy,1,ell_06,catalog,E1,incompatible,-2.0,0.3461,0,data/renders/procedural/tee_03_peg_v1.png,data/renders/procedural/tee_03_peg_v2.png,data/renders/procedural/ell_06_socket_v1.png,data/renders/procedural/ell_06_socket_v2.png
tee_03_absent_easy,tee_03,tee,calib,absent_easy,2,square_01,catalog,E3,incompatible,-2.0,0.3738,0,data/renders/procedural/tee_03_peg_v1.png,data/renders/procedural/tee_03_peg_v2.png,data/renders/procedural/square_01_socket_v1.png,data/renders/procedural/square_01_socket_v2.png
tee_03_absent_hard,tee_03,tee,calib,absent_hard,0,rect_05,catalog,E2,incompatible,-2.0,0.4116,0,data/renders/procedural/tee_03_peg_v1.png,data/renders/procedural/tee_03_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
tee_03_absent_hard,tee_03,tee,calib,absent_hard,1,square_01,catalog,E3,incompatible,-2.0,0.3738,0,data/renders/procedural/tee_03_peg_v1.png,data/renders/procedural/tee_03_peg_v2.png,data/renders/procedural/square_01_socket_v1.png,data/renders/procedural/square_01_socket_v2.png
tee_03_absent_hard,tee_03,tee,calib,absent_hard,2,tee_03_shrunk0.20,shrunk,H,incompatible,-0.3066,0.8213,0,data/renders/procedural/tee_03_peg_v1.png,data/renders/procedural/tee_03_peg_v2.png,data/renders/blocks/tee_03_shrunk0.20_socket_v1.png,data/renders/blocks/tee_03_shrunk0.20_socket_v2.png
ell_01_present_easy,ell_01,ell,calib,present_easy,0,rect_05,catalog,E2,incompatible,-2.0,0.2604,0,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
ell_01_present_easy,ell_01,ell,calib,present_easy,1,ell_01,catalog,M,compatible,0.2346,1.0,1,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/procedural/ell_01_socket_v1.png,data/renders/procedural/ell_01_socket_v2.png
ell_01_present_easy,ell_01,ell,calib,present_easy,2,rect_01,catalog,E1,incompatible,-2.0,0.3528,0,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/procedural/rect_01_socket_v1.png,data/renders/procedural/rect_01_socket_v2.png
ell_01_present_hard,ell_01,ell,calib,present_hard,0,rect_05,catalog,E2,incompatible,-2.0,0.2604,0,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
ell_01_present_hard,ell_01,ell,calib,present_hard,1,ell_01_shrunk0.20,shrunk,H,incompatible,-0.3291,0.8212,0,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/blocks/ell_01_shrunk0.20_socket_v1.png,data/renders/blocks/ell_01_shrunk0.20_socket_v2.png
ell_01_present_hard,ell_01,ell,calib,present_hard,2,ell_01,catalog,M,compatible,0.2346,1.0,1,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/procedural/ell_01_socket_v1.png,data/renders/procedural/ell_01_socket_v2.png
ell_01_absent_easy,ell_01,ell,calib,absent_easy,0,square_01,catalog,E3,incompatible,-2.0,0.3441,0,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/procedural/square_01_socket_v1.png,data/renders/procedural/square_01_socket_v2.png
ell_01_absent_easy,ell_01,ell,calib,absent_easy,1,rect_01,catalog,E1,incompatible,-2.0,0.3528,0,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/procedural/rect_01_socket_v1.png,data/renders/procedural/rect_01_socket_v2.png
ell_01_absent_easy,ell_01,ell,calib,absent_easy,2,rect_05,catalog,E2,incompatible,-2.0,0.2604,0,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
ell_01_absent_hard,ell_01,ell,calib,absent_hard,0,ell_01_shrunk0.20,shrunk,H,incompatible,-0.3291,0.8212,0,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/blocks/ell_01_shrunk0.20_socket_v1.png,data/renders/blocks/ell_01_shrunk0.20_socket_v2.png
ell_01_absent_hard,ell_01,ell,calib,absent_hard,1,square_01,catalog,E3,incompatible,-2.0,0.3441,0,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/procedural/square_01_socket_v1.png,data/renders/procedural/square_01_socket_v2.png
ell_01_absent_hard,ell_01,ell,calib,absent_hard,2,rect_05,catalog,E2,incompatible,-2.0,0.2604,0,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
ell_02_present_easy,ell_02,ell,calib,present_easy,0,rect_01,catalog,E1,incompatible,-2.0,0.3528,0,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/procedural/rect_01_socket_v1.png,data/renders/procedural/rect_01_socket_v2.png
ell_02_present_easy,ell_02,ell,calib,present_easy,1,ell_02,catalog,M,compatible,0.2346,1.0,1,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/procedural/ell_02_socket_v1.png,data/renders/procedural/ell_02_socket_v2.png
ell_02_present_easy,ell_02,ell,calib,present_easy,2,rect_05,catalog,E2,incompatible,-2.0,0.2604,0,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
ell_02_present_hard,ell_02,ell,calib,present_hard,0,ell_02,catalog,M,compatible,0.2346,1.0,1,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/procedural/ell_02_socket_v1.png,data/renders/procedural/ell_02_socket_v2.png
ell_02_present_hard,ell_02,ell,calib,present_hard,1,ell_02_shrunk0.20,shrunk,H,incompatible,-0.3291,0.8212,0,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/blocks/ell_02_shrunk0.20_socket_v1.png,data/renders/blocks/ell_02_shrunk0.20_socket_v2.png
ell_02_present_hard,ell_02,ell,calib,present_hard,2,rect_05,catalog,E2,incompatible,-2.0,0.2604,0,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
ell_02_absent_easy,ell_02,ell,calib,absent_easy,0,rect_05,catalog,E2,incompatible,-2.0,0.2604,0,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
