split,family,peg_id,cand_id,offset_mm,label,reason,margin_mm,peg_v1,peg_v2,socket_v1,socket_v2
calib,notched,notched_02,notched_02_ap-0.60,-0.6,incompatible,,-2.0,data/renders/procedural/notched_02_peg_v1.png,data/renders/procedural/notched_02_peg_v2.png,data/renders/aperture/notched_02_ap-0.60_socket_v1.png,data/renders/aperture/notched_02_ap-0.60_socket_v2.png
calib,notched,notched_02,notched_02_ap-1.20,-1.2,incompatible,,-2.0,data/renders/procedural/notched_02_peg_v1.png,data/renders/procedural/notched_02_peg_v2.png,data/renders/aperture/notched_02_ap-1.20_socket_v1.png,data/renders/aperture/notched_02_ap-1.20_socket_v2.png
calib,notched,notched_03,notched_03,0.3,compatible,,0.2017,data/renders/procedural/notched_03_peg_v1.png,data/renders/procedural/notched_03_peg_v2.png,data/renders/procedural/notched_03_socket_v1.png,data/renders/procedural/notched_03_socket_v2.png
calib,notched,notched_03,notched_03_ap+0.10,0.1,compatible,,0.0652,data/renders/procedural/notched_03_peg_v1.png,data/renders/procedural/notched_03_peg_v2.png,data/renders/aperture/notched_03_ap+0.10_socket_v1.png,data/renders/aperture/notched_03_ap+0.10_socket_v2.png
calib,notched,notched_03,notched_03_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/notched_03_peg_v1.png,data/renders/procedural/notched_03_peg_v2.png,data/renders/aperture/notched_03_ap+0.00_socket_v1.png,data/renders/aperture/notched_03_ap+0.00_socket_v2.png
calib,notched,notched_03,notched_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1787,data/renders/procedural/notched_03_peg_v1.png,data/renders/procedural/notched_03_peg_v2.png,data/renders/aperture/notched_03_ap-0.10_socket_v1.png,data/renders/aperture/notched_03_ap-0.10_socket_v2.png
calib,notched,notched_03,notched_03_ap-0.30,-0.3,incompatible,,-0.5391,data/renders/procedural/notched_03_peg_v1.png,data/renders/procedural/notched_03_peg_v2.png,data/renders/aperture/notched_03_ap-0.30_socket_v1.png,data/renders/aperture/notched_03_ap-0.30_socket_v2.png
calib,notched,notched_03,notched_03_ap-0.60,-0.6,incompatible,,-2.0,data/renders/procedural/notched_03_peg_v1.png,data/renders/procedural/notched_03_peg_v2.png,data/renders/aperture/notched_03_ap-0.60_socket_v1.png,data/renders/aperture/notched_03_ap-0.60_socket_v2.png
calib,notched,notched_03,notched_03_ap-1.20,-1.2,incompatible,,-2.0,data/renders/procedural/notched_03_peg_v1.png,data/renders/procedural/notched_03_peg_v2.png,data/renders/aperture/notched_03_ap-1.20_socket_v1.png,data/renders/aperture/notched_03_ap-1.20_socket_v2.png
calib,notched,notched_04,notched_04,0.3,compatible,,0.2106,data/renders/procedural/notched_04_peg_v1.png,data/renders/procedural/notched_04_peg_v2.png,data/renders/procedural/notched_04_socket_v1.png,data/renders/procedural/notched_04_socket_v2.png
calib,notched,notched_04,notched_04_ap+0.10,0.1,compatible,,0.0688,data/renders/procedural/notched_04_peg_v1.png,data/renders/procedural/notched_04_peg_v2.png,data/renders/aperture/notched_04_ap+0.10_socket_v1.png,data/renders/aperture/notched_04_ap+0.10_socket_v2.png
calib,notched,notched_04,notched_04_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/notched_04_peg_v1.png,data/renders/procedural/notched_04_peg_v2.png,data/renders/aperture/notched_04_ap+0.00_socket_v1.png,data/renders/aperture/notched_04_ap+0.00_socket_v2.png
calib,notched,notched_04,notched_04_ap-0.10,-0.1,ambiguous,off_centre,-0.167,data/renders/procedural/notched_04_peg_v1.png,data/renders/procedural/notched_04_peg_v2.png,data/renders/aperture/notched_04_ap-0.10_socket_v1.png,data/renders/aperture/notched_04_ap-0.10_socket_v2.png
calib,notched,notched_04,notched_04_ap-0.30,-0.3,incompatible,,-0.501,data/renders/procedural/notched_04_peg_v1.png,data/renders/procedural/notched_04_peg_v2.png,data/renders/aperture/notched_04_ap-0.30_socket_v1.png,data/renders/aperture/notched_04_ap-0.30_socket_v2.png
calib,notched,notched_04,notched_04_ap-0.60,-0.6,incompatible,,-1.0117,data/renders/procedural/notched_04_peg_v1.png,data/renders/procedural/notched_04_peg_v2.png,data/renders/aperture/notched_04_ap-0.60_socket_v1.png,data/renders/aperture/notched_04_ap-0.60_socket_v2.png
calib,notched,notched_04,notched_04_ap-1.20,-1.2,incompatible,,-2.0,data/renders/procedural/notched_04_peg_v1.png,data/renders/procedural/notched_04_peg_v2.png,data/renders/aperture/notched_04_ap-1.20_socket_v1.png,data/renders/aperture/notched_04_ap-1.20_socket_v2.png
test,obround,obround_01,obround_01,0.3,compatible,,0.2999,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/procedural/obround_01_socket_v1.png,data/renders/procedural/obround_01_socket_v2.png
test,obround,obround_01,obround_01_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/aperture/obround_01_ap+0.10_socket_v1.png,data/renders/aperture/obround_01_ap+0.10_socket_v2.png
test,obround,obround_01,obround_01_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/aperture/obround_01_ap+0.00_socket_v1.png,data/renders/aperture/obround_01_ap+0.00_socket_v2.png
test,obround,obround_01,obround_01_ap-0.10,-0.1,ambiguous,off_centre,-0.1006,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/aperture/obround_01_ap-0.10_socket_v1.png,data/renders/aperture/obround_01_ap-0.10_socket_v2.png
test,obround,obround_01,obround_01_ap-0.30,-0.3,incompatible,,-0.3008,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/aperture/obround_01_ap-0.30_socket_v1.png,data/renders/aperture/obround_01_ap-0.30_socket_v2.png
test,obround,obround_01,obround_01_ap-0.60,-0.6,incompatible,,-0.6006,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/aperture/obround_01_ap-0.60_socket_v1.png,data/renders/aperture/obround_01_ap-0.60_socket_v2.png
test,obround,obround_01,obround_01_ap-1.20,-1.2,incompatible,,-1.2012,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/aperture/obround_01_ap-1.20_socket_v1.png,data/renders/aperture/obround_01_ap-1.20_socket_v2.png
test,obround,obround_02,obround_02,0.3,compatible,,0.2999,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/procedural/obround_02_socket_v1.png,data/renders/procedural/obround_02_socket_v2.png
test,obround,obround_02,obround_02_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/aperture/obround_02_ap+0.10_socket_v1.png,data/renders/aperture/obround_02_ap+0.10_socket_v2.png
test,obround,obround_02,obround_02_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/aperture/obround_02_ap+0.00_socket_v1.png,data/renders/aperture/obround_02_ap+0.00_socket_v2.png
test,obround,obround_02,obround_02_ap-0.10,-0.1,ambiguous,off_centre,-0.1006,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/aperture/obround_02_ap-0.10_socket_v1.png,data/renders/aperture/obround_02_ap-0.10_socket_v2.png
test,obround,obround_02,obround_02_ap-0.30,-0.3,incompatible,,-0.3008,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/aperture/obround_02_ap-0.30_socket_v1.png,data/renders/aperture/obround_02_ap-0.30_socket_v2.png
test,obround,obround_02,obround_02_ap-0.60,-0.6,incompatible,,-0.6006,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/aperture/obround_02_ap-0.60_socket_v1.png,data/renders/aperture/obround_02_ap-0.60_socket_v2.png
test,obround,obround_02,obround_02_ap-1.20,-1.2,incompatible,,-1.2012,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/aperture/obround_02_ap-1.20_socket_v1.png,data/renders/aperture/obround_02_ap-1.20_socket_v2.png
test,obround,obround_03,obround_03,0.3,compatible,,0.2999,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/procedural/obround_03_socket_v1.png,data/renders/procedural/obround_03_socket_v2.png
test,obround,obround_03,obround_03_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/aperture/obround_03_ap+0.10_socket_v1.png,data/renders/aperture/obround_03_ap+0.10_socket_v2.png
test,obround,obround_03,obround_03_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/aperture/obround_03_ap+0.00_socket_v1.png,data/renders/aperture/obround_03_ap+0.00_socket_v2.png
test,obround,obround_03,obround_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1006,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/aperture/obround_03_ap-0.10_socket_v1.png,data/renders/aperture/obround_03_ap-0.10_socket_v2.png
test,obround,obround_03,obround_03_ap-0.30,-0.3,incompatible,,-0.3008,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/aperture/obround_03_ap-0.30_socket_v1.png,data/renders/aperture/obround_03_ap-0.30_socket_v2.png
test,obround,obround_03,obround_03_ap-0.60,-0.6,incompatible,,-0.6006,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/aperture/obround_03_ap-0.60_socket_v1.png,data/renders/aperture/obround_03_ap-0.60_socket_v2.png
test,obround,obround_03,obround_03_ap-1.20,-1.2,incompatible,,-1.2012,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/aperture/obround_03_ap-1.20_socket_v1.png,data/renders/aperture/obround_03_ap-1.20_socket_v2.png
test,polygon,polygon_01,polygon_01,0.3,compatible,,0.2999,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/procedural/polygon_01_socket_v1.png,data/renders/procedural/polygon_01_socket_v2.png
test,polygon,polygon_01,polygon_01_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/aperture/polygon_01_ap+0.10_socket_v1.png,data/renders/aperture/polygon_01_ap+0.10_socket_v2.png
test,polygon,polygon_01,polygon_01_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/aperture/polygon_01_ap+0.00_socket_v1.png,data/renders/aperture/polygon_01_ap+0.00_socket_v2.png
test,polygon,polygon_01,polygon_01_ap-0.10,-0.1,incompatible,,-0.2002,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/aperture/polygon_01_ap-0.10_socket_v1.png,data/renders/aperture/polygon_01_ap-0.10_socket_v2.png
test,polygon,polygon_01,polygon_01_ap-0.30,-0.3,incompatible,,-0.6006,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/aperture/polygon_01_ap-0.30_socket_v1.png,data/renders/aperture/polygon_01_ap-0.30_socket_v2.png
test,polygon,polygon_01,polygon_01_ap-0.60,-0.6,incompatible,,-1.2012,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/aperture/polygon_01_ap-0.60_socket_v1.png,data/renders/aperture/polygon_01_ap-0.60_socket_v2.png
test,polygon,polygon_01,polygon_01_ap-1.20,-1.2,incompatible,,-2.0,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/aperture/polygon_01_ap-1.20_socket_v1.png,data/renders/aperture/polygon_01_ap-1.20_socket_v2.png
test,polygon,polygon_02,polygon_02,0.3,compatible,,0.2999,data/renders/procedural/polygon_02_peg_v1.png,data/renders/procedural/polygon_02_peg_v2.png,data/renders/procedural/polygon_02_socket_v1.png,data/renders/procedural/polygon_02_socket_v2.png
test,polygon,polygon_02,polygon_02_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/polygon_02_peg_v1.png,data/renders/procedural/polygon_02_peg_v2.png,data/renders/aperture/polygon_02_ap+0.10_socket_v1.png,data/renders/aperture/polygon_02_ap+0.10_socket_v2.png
test,polygon,polygon_02,polygon_02_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/polygon_02_peg_v1.png,data/renders/procedural/polygon_02_peg_v2.png,data/renders/aperture/polygon_02_ap+0.00_socket_v1.png,data/renders/aperture/polygon_02_ap+0.00_socket_v2.png
test,polygon,polygon_02,polygon_02_ap-0.10,-0.1,ambiguous,off_centre,-0.124,data/renders/procedural/polygon_02_peg_v1.png,data/renders/procedural/polygon_02_peg_v2.png,data/renders/aperture/polygon_02_ap-0.10_socket_v1.png,data/renders/aperture/polygon_02_ap-0.10_socket_v2.png
test,polygon,polygon_02,polygon_02_ap-0.30,-0.3,incompatible,,-0.3711,data/renders/procedural/polygon_02_peg_v1.png,data/renders/procedural/polygon_02_peg_v2.png,data/renders/aperture/polygon_02_ap-0.30_socket_v1.png,data/renders/aperture/polygon_02_ap-0.30_socket_v2.png
test,polygon,polygon_02,polygon_02_ap-0.60,-0.6,incompatible,,-0.7422,data/renders/procedural/polygon_02_peg_v1.png,data/renders/procedural/polygon_02_peg_v2.png,data/renders/aperture/polygon_02_ap-0.60_socket_v1.png,data/renders/aperture/polygon_02_ap-0.60_socket_v2.png
test,polygon,polygon_02,polygon_02_ap-1.20,-1.2,incompatible,,-1.4834,data/renders/procedural/polygon_02_peg_v1.png,data/renders/procedural/polygon_02_peg_v2.png,data/renders/aperture/polygon_02_ap-1.20_socket_v1.png,data/renders/aperture/polygon_02_ap-1.20_socket_v2.png
test,polygon,polygon_03,polygon_03,0.3,compatible,,0.2999,data/renders/procedural/polygon_03_peg_v1.png,data/renders/procedural/polygon_03_peg_v2.png,data/renders/procedural/polygon_03_socket_v1.png,data/renders/procedural/polygon_03_socket_v2.png
test,polygon,polygon_03,polygon_03_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/polygon_03_peg_v1.png,data/renders/procedural/polygon_03_peg_v2.png,data/renders/aperture/polygon_03_ap+0.10_socket_v1.png,data/renders/aperture/polygon_03_ap+0.10_socket_v2.png
test,polygon,polygon_03,polygon_03_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/polygon_03_peg_v1.png,data/renders/procedural/polygon_03_peg_v2.png,data/renders/aperture/polygon_03_ap+0.00_socket_v1.png,data/renders/aperture/polygon_03_ap+0.00_socket_v2.png
test,polygon,polygon_03,polygon_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1162,data/renders/procedural/polygon_03_peg_v1.png,data/renders/procedural/polygon_03_peg_v2.png,data/renders/aperture/polygon_03_ap-0.10_socket_v1.png,data/renders/aperture/polygon_03_ap-0.10_socket_v2.png
test,polygon,polygon_03,polygon_03_ap-0.30,-0.3,incompatible,,-0.3467,data/renders/procedural/polygon_03_peg_v1.png,data/renders/procedural/polygon_03_peg_v2.png,data/renders/aperture/polygon_03_ap-0.30_socket_v1.png,data/renders/aperture/polygon_03_ap-0.30_socket_v2.png
test,polygon,polygon_03,polygon_03_ap-0.60,-0.6,incompatible,,-0.6934,data/renders/procedural/polygon_03_peg_v1.png,data/renders/procedural/polygon_03_peg_v2.png,data/renders/aperture/polygon_03_ap-0.60_socket_v1.png,data/renders/aperture/polygon_03_ap-0.60_socket_v2.png
test,polygon,polygon_03,polygon_03_ap-1.20,-1.2,incompatible,,-1.3867,data/renders/procedural/polygon_03_peg_v1.png,data/renders/procedural/polygon_03_peg_v2.png,data/renders/aperture/polygon_03_ap-1.20_socket_v1.png,data/renders/aperture/polygon_03_ap-1.20_socket_v2.png
test,polygon,polygon_04,polygon_04,0.3,compatible,,0.2999,data/renders/procedural/polygon_04_peg_v1.png,data/renders/procedural/polygon_04_peg_v2.png,data/renders/procedural/polygon_04_socket_v1.png,data/renders/procedural/polygon_04_socket_v2.png
test,polygon,polygon_04,polygon_04_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/polygon_04_peg_v1.png,data/renders/procedural/polygon_04_peg_v2.png,data/renders/aperture/polygon_04_ap+0.10_socket_v1.png,data/renders/aperture/polygon_04_ap+0.10_socket_v2.png
test,polygon,polygon_04,polygon_04_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/polygon_04_peg_v1.png,data/renders/procedural/polygon_04_peg_v2.png,data/renders/aperture/polygon_04_ap+0.00_socket_v1.png,data/renders/aperture/polygon_04_ap+0.00_socket_v2.png
test,polygon,polygon_04,polygon_04_ap-0.10,-0.1,ambiguous,off_centre,-0.1162,data/renders/procedural/polygon_04_peg_v1.png,data/renders/procedural/polygon_04_peg_v2.png,data/renders/aperture/polygon_04_ap-0.10_socket_v1.png,data/renders/aperture/polygon_04_ap-0.10_socket_v2.png
test,polygon,polygon_04,polygon_04_ap-0.30,-0.3,incompatible,,-0.3467,data/renders/procedural/polygon_04_peg_v1.png,data/renders/procedural/polygon_04_peg_v2.png,data/renders/aperture/polygon_04_ap-0.30_socket_v1.png,data/renders/aperture/polygon_04_ap-0.30_socket_v2.png
test,polygon,polygon_04,polygon_04_ap-0.60,-0.6,incompatible,,-0.6934,data/renders/procedural/polygon_04_peg_v1.png,data/renders/procedural/polygon_04_peg_v2.png,data/renders/aperture/polygon_04_ap-0.60_socket_v1.png,data/renders/aperture/polygon_04_ap-0.60_socket_v2.png
test,polygon,polygon_04,polygon_04_ap-1.20,-1.2,incompatible,,-1.3867,data/renders/procedural/polygon_04_peg_v1.png,data/renders/procedural/polygon_04_peg_v2.png,data/renders/aperture/polygon_04_ap-1.20_socket_v1.png,data/renders/aperture/polygon_04_ap-1.20_socket_v2.png
test,polygon,polygon_05,polygon_05,0.3,compatible,,0.2999,data/renders/procedural/polygon_05_peg_v1.png,data/renders/procedural/polygon_05_peg_v2.png,data/renders/procedural/polygon_05_socket_v1.png,data/renders/procedural/polygon_05_socket_v2.png
test,polygon,polygon_05,polygon_05_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/polygon_05_peg_v1.png,data/renders/procedural/polygon_05_peg_v2.png,data/renders/aperture/polygon_05_ap+0.10_socket_v1.png,data/renders/aperture/polygon_05_ap+0.10_socket_v2.png
test,polygon,polygon_05,polygon_05_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/polygon_05_peg_v1.png,data/renders/procedural/polygon_05_peg_v2.png,data/renders/aperture/polygon_05_ap+0.00_socket_v1.png,data/renders/aperture/polygon_05_ap+0.00_socket_v2.png
test,polygon,polygon_05,polygon_05_ap-0.10,-0.1,ambiguous,off_centre,-0.1084,data/renders/procedural/polygon_05_peg_v1.png,data/renders/procedural/polygon_05_peg_v2.png,data/renders/aperture/polygon_05_ap-0.10_socket_v1.png,data/renders/aperture/polygon_05_ap-0.10_socket_v2.png
test,polygon,polygon_05,polygon_05_ap-0.30,-0.3,incompatible,,-0.3252,data/renders/procedural/polygon_05_peg_v1.png,data/renders/procedural/polygon_05_peg_v2.png,data/renders/aperture/polygon_05_ap-0.30_socket_v1.png,data/renders/aperture/polygon_05_ap-0.30_socket_v2.png
test,polygon,polygon_05,polygon_05_ap-0.60,-0.6,incompatible,,-0.6504,data/renders/procedural/polygon_05_peg_v1.png,data/renders/procedural/polygon_05_peg_v2.png,data/renders/aperture/polygon_05_ap-0.60_socket_v1.png,data/renders/aperture/polygon_05_ap-0.60_socket_v2.png
test,polygon,polygon_05,polygon_05_ap-1.20,-1.2,incompatible,,-1.2998,data/renders/procedural/polygon_05_peg_v1.png,data/renders/procedural/polygon_05_peg_v2.png,data/renders/aperture/polygon_05_ap-1.20_socket_v1.png,data/renders/aperture/polygon_05_ap-1.20_socket_v2.png
calib,rect,rect_01,rect_01,0.3,compatible,,0.2999,data/renders/procedural/rect_01_peg_v1.png,data/renders/procedural/rect_01_peg_v2.png,data/renders/procedural/rect_01_socket_v1.png,data/renders/procedural/rect_01_socket_v2.png
calib,rect,rect_01,rect_01_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/rect_01_peg_v1.png,data/renders/procedural/rect_01_peg_v2.png,data/renders/aperture/rect_01_ap+0.10_socket_v1.png,data/renders/aperture/rect_01_ap+0.10_socket_v2.png
calib,rect,rect_01,rect_01_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/rect_01_peg_v1.png,data/renders/procedural/rect_01_peg_v2.png,data/renders/aperture/rect_01_ap+0.00_socket_v1.png,data/renders/aperture/rect_01_ap+0.00_socket_v2.png
calib,rect,rect_01,rect_01_ap-0.10,-0.1,ambiguous,off_centre,-0.1416,data/renders/procedural/rect_01_peg_v1.png,data/renders/procedural/rect_01_peg_v2.png,data/renders/aperture/rect_01_ap-0.10_socket_v1.png,data/renders/aperture/rect_01_ap-0.10_socket_v2.png
calib,rect,rect_01,rect_01_ap-0.30,-0.3,incompatible,,-0.4248,data/renders/procedural/rect_01_peg_v1.png,data/renders/procedural/rect_01_peg_v2.png,data/renders/aperture/rect_01_ap-0.30_socket_v1.png,data/renders/aperture/rect_01_ap-0.30_socket_v2.png
calib,rect,rect_01,rect_01_ap-0.60,-0.6,incompatible,,-0.8486,data/renders/procedural/rect_01_peg_v1.png,data/renders/procedural/rect_01_peg_v2.png,data/renders/aperture/rect_01_ap-0.60_socket_v1.png,data/renders/aperture/rect_01_ap-0.60_socket_v2.png
calib,rect,rect_01,rect_01_ap-1.20,-1.2,incompatible,,-1.6973,data/renders/procedural/rect_01_peg_v1.png,data/renders/procedural/rect_01_peg_v2.png,data/renders/aperture/rect_01_ap-1.20_socket_v1.png,data/renders/aperture/rect_01_ap-1.20_socket_v2.png
calib,rect,rect_02,rect_02,0.3,compatible,,0.2999,data/renders/procedural/rect_02_peg_v1.png,data/renders/procedural/rect_02_peg_v2.png,data/renders/procedural/rect_02_socket_v1.png,data/renders/procedural/rect_02_socket_v2.png
calib,rect,rect_02,rect_02_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/rect_02_peg_v1.png,data/renders/procedural/rect_02_peg_v2.png,data/renders/aperture/rect_02_ap+0.10_socket_v1.png,data/renders/aperture/rect_02_ap+0.10_socket_v2.png
calib,rect,rect_02,rect_02_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/rect_02_peg_v1.png,data/renders/procedural/rect_02_peg_v2.png,data/renders/aperture/rect_02_ap+0.00_socket_v1.png,data/renders/aperture/rect_02_ap+0.00_socket_v2.png
calib,rect,rect_02,rect_02_ap-0.10,-0.1,ambiguous,off_centre,-0.1416,data/renders/procedural/rect_02_peg_v1.png,data/renders/procedural/rect_02_peg_v2.png,data/renders/aperture/rect_02_ap-0.10_socket_v1.png,data/renders/aperture/rect_02_ap-0.10_socket_v2.png
calib,rect,rect_02,rect_02_ap-0.30,-0.3,incompatible,,-0.4248,data/renders/procedural/rect_02_peg_v1.png,data/renders/procedural/rect_02_peg_v2.png,data/renders/aperture/rect_02_ap-0.30_socket_v1.png,data/renders/aperture/rect_02_ap-0.30_socket_v2.png
calib,rect,rect_02,rect_02_ap-0.60,-0.6,incompatible,,-0.8486,data/renders/procedural/rect_02_peg_v1.png,data/renders/procedural/rect_02_peg_v2.png,data/renders/aperture/rect_02_ap-0.60_socket_v1.png,data/renders/aperture/rect_02_ap-0.60_socket_v2.png
calib,rect,rect_02,rect_02_ap-1.20,-1.2,incompatible,,-1.6973,data/renders/procedural/rect_02_peg_v1.png,data/renders/procedural/rect_02_peg_v2.png,data/renders/aperture/rect_02_ap-1.20_socket_v1.png,data/renders/aperture/rect_02_ap-1.20_socket_v2.png
calib,rect,rect_03,rect_03,0.3,compatible,,0.2999,data/renders/procedural/rect_03_peg_v1.png,data/renders/procedural/rect_03_peg_v2.png,data/renders/procedural/rect_03_socket_v1.png,data/renders/procedural/rect_03_socket_v2.png
calib,rect,rect_03,rect_03_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/rect_03_peg_v1.png,data/renders/procedural/rect_03_peg_v2.png,data/renders/aperture/rect_03_ap+0.10_socket_v1.png,data/renders/aperture/rect_03_ap+0.10_socket_v2.png
calib,rect,rect_03,rect_03_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/rect_03_peg_v1.png,data/renders/procedural/rect_03_peg_v2.png,data/renders/aperture/rect_03_ap+0.00_socket_v1.png,data/renders/aperture/rect_03_ap+0.00_socket_v2.png
calib,rect,rect_03,rect_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1416,data/renders/procedural/rect_03_peg_v1.png,data/renders/procedural/rect_03_peg_v2.png,data/renders/aperture/rect_03_ap-0.10_socket_v1.png,data/renders/aperture/rect_03_ap-0.10_socket_v2.png
calib,rect,rect_03,rect_03_ap-0.30,-0.3,incompatible,,-0.4248,data/renders/procedural/rect_03_peg_v1.png,data/renders/procedural/rect_03_peg_v2.png,data/renders/aperture/rect_03_ap-0.30_socket_v1.png,data/renders/aperture/rect_03_ap-0.30_socket_v2.png
calib,rect,rect_03,rect_03_ap-0.60,-0.6,incompatible,,-0.8486,data/renders/procedural/rect_03_peg_v1.png,data/renders/procedural/rect_03_peg_v2.png,data/renders/aperture/rect_03_ap-0.60_socket_v1.png,data/renders/aperture/rect_03_ap-0.60_socket_v2.png
calib,rect,rect_03,rect_03_ap-1.20,-1.2,incompatible,,-1.6973,data/renders/procedural/rect_03_peg_v1.png,data/renders/procedural/rect_03_peg_v2.png,data/renders/aperture/rect_03_ap-1.20_socket_v1.png,data/renders/aperture/rect_03_ap-1.20_socket_v2.png
calib,rect,rect_04,rect_04,0.3,compatible,,0.2999,data/renders/procedural/rect_04_peg_v1.png,data/renders/procedural/rect_04_peg_v2.png,data/renders/procedural/rect_04_socket_v1.png,data/renders/procedural/rect_04_socket_v2.png
calib,rect,rect_04,rect_04_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/rect_04_peg_v1.png,data/renders/procedural/rect_04_peg_v2.png,data/renders/aperture/rect_04_ap+0.10_socket_v1.png,data/renders/aperture/rect_04_ap+0.10_socket_v2.png
calib,rect,rect_04,rect_04_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/rect_04_peg_v1.png,data/renders/procedural/rect_04_peg_v2.png,data/renders/aperture/rect_04_ap+0.00_socket_v1.png,data/renders/aperture/rect_04_ap+0.00_socket_v2.png
calib,rect,rect_04,rect_04_ap-0.10,-0.1,ambiguous,off_centre,-0.1416,data/renders/procedural/rect_04_peg_v1.png,data/renders/procedural/rect_04_peg_v2.png,data/renders/aperture/rect_04_ap-0.10_socket_v1.png,data/renders/aperture/rect_04_ap-0.10_socket_v2.png
calib,rect,rect_04,rect_04_ap-0.30,-0.3,incompatible,,-0.4248,data/renders/procedural/rect_04_peg_v1.png,data/renders/procedural/rect_04_peg_v2.png,data/renders/aperture/rect_04_ap-0.30_socket_v1.png,data/renders/aperture/rect_04_ap-0.30_socket_v2.png
calib,rect,rect_04,rect_04_ap-0.60,-0.6,incompatible,,-0.8486,data/renders/procedural/rect_04_peg_v1.png,data/renders/procedural/rect_04_peg_v2.png,data/renders/aperture/rect_04_ap-0.60_socket_v1.png,data/renders/aperture/rect_04_ap-0.60_socket_v2.png
